"id"	"disease_code"	"disease_name"	"diseaseICD"	"disease_category"
"279"	"NMJHL"	"脑膜结核瘤"	"A17.151+"	"结核"
"280"	"NJMHL"	"脑脊膜核瘤"	"A17.152+"	"脑炎"
"281"	"JHXNMNY"	"结核性脑膜脑炎"	"A17.801+"	"结核"
"282"	"JHXNNZ"	"结核性脑脓肿"	"A17.802+"	"结核"
"283"	"JHXNRYZ"	"结核性脑肉芽肿"	"A17.803+"	"结核"
"284"	"JHXNY"	"结核性脑炎"	"A17.804+"	"结核"
"285"	"JHXNJSMYYJMW"	"结核性脑脊髓膜炎(硬脊膜外)"	"A17.805+"	"结核"
"286"	"NJHL"	"脑结核瘤"	"A17.806+"	"结核"
"287"	"ZSSJXTJH"	"中枢神经系统结核"	"A17.807+"	"神经系统疾病"
"288"	"JHXJSY"	"结核性脊髓炎"	"A17.851+"	"结核"
"289"	"JSJHB"	"脊髓结核病"	"A17.852+"	"结核"
"290"	"JHXDSJB"	"结核性多神经病"	"A17.853+"	"神经系统疾病"
"291"	"SJXTJHB"	"神经系统结核病 NOS"	"A17.951+"	"神经系统疾病"
"292"	"BGJH"	"鼻骨结核"	"A18.001+"	"鼻部疾病"
"293"	"EGJH"	"腭骨结核"	"A18.002+"	"结核"
"294"	"HGJH"	"颌骨结核"	"A18.003+"	"结核"
"295"	"RTJH"	"乳突结核"	"A18.004+"	"结核"
"296"	"XHJH"	"下颌结核"	"A18.005+"	"结核"
"297"	"QGJH"	"颧骨结核"	"A18.006+"	"结核"
"298"	"GZJH"	"颈椎结核"	"A18.007+"	"结核"
"299"	"JGJJH"	"肩关节结核"	"A18.008+"	"关节疾病"
"300"	"WGJJH"	"腕关节结核"	"A18.009+"	"关节疾病"
"301"	"XZJH"	"胸椎结核"	"A18.010+"	"结核"
"302"	"YZJH"	"腰椎结核"	"A18.011+"	"结核"
"303"	"ZZGJJH"	"跖趾关节结核"	"A18.012+"	"关节疾病"
"304"	"JZJHXJTBTSJT"	"脊柱结核性截瘫(波特氏截瘫)"	"A18.013+"	"结核"
"305"	"DQGJJH"	"骶髂关节结核"	"A18.014+"	"关节疾病"
"306"	"JHXFSBPSSB"	"结核性风湿病[篷塞氏病]"	"A18.015+"	"结核"
"307"	"JZJHXNZ"	"脊柱结核性脓肿"	"A18.016+"	"结核"
"308"	"HMJH"	"滑膜结核"	"A18.017+"	"结核"
"309"	"JZJHBZPNZ"	"脊椎结核并椎旁脓肿"	"A18.018+"	"结核"
"310"	"GJJHXNZGJHXNZ"	"关节结核性脓肿(关节寒性脓肿)"	"A18.019+"	"关节疾病"
"311"	"JHXJZHT"	"结核性脊柱后凸"	"A18.020+"	"结核"
"312"	"GJJH"	"关节结核"	"A18.021+"	"关节疾病"
"313"	"ZGJJH"	"肘关节结核"	"A18.022+"	"关节疾病"
"314"	"KGJJH"	"髋关节结核"	"A18.023+"	"关节疾病"
"315"	"KJHXHMY"	"髋结核性滑膜炎"	"A18.024+"	"结核"
"316"	"HGJJH"	"踝关节结核"	"A18.025+"	"关节疾病"
"317"	"CGJH"	"耻骨结核"	"A18.026+"	"结核"
"318"	"LGJH"	"肋骨结核"	"A18.027+"	"结核"
"319"	"XGJJH"	"膝关节结核"	"A18.028+"	"关节疾病"
"320"	"XJHXHMY"	"膝结核性滑膜炎"	"A18.029+"	"结核"
"321"	"GGJH"	"肱骨结核"	"A18.031+"	"结核"
"322"	"GGJH"	"股骨结核"	"A18.032+"	"结核"
"323"	"ZGJH"	"趾骨结核"	"A18.033+"	"结核"
"324"	"ZTGJH"	"肢体骨结核"	"A18.034+"	"结核"
"325"	"GJH"	"骨结核"	"A18.035+"	"结核"
"326"	"CGJH"	"尺骨结核"	"A18.036+"	"结核"
"327"	"FGJH"	"腓骨结核"	"A18.037+"	"结核"
"328"	"JGJH"	"胫骨结核"	"A18.038+"	"结核"
"329"	"GGJH"	"跟骨结核"	"A18.039+"	"结核"
"330"	"YBJHXDD"	"腰部结核性窦道"	"A18.040+"	"结核"
"331"	"JHXGJY"	"结核性关节炎"	"A18.041+"	"关节疾病"
"332"	"DSXGJH"	"第三楔骨结核"	"A18.042+"	"结核"
"333"	"JJJH"	"肌腱结核"	"A18.043+"	"结核"
"334"	"ZGJH"	"掌骨结核"	"A18.044+"	"结核"
"335"	"QTGJH"	"其他骨结核"	"A18.045+"	"结核"
"336"	"JZJH"	"脊柱结核"	"A18.046+"	"结核"
"337"	"JHXRTY"	"结核性乳突炎"	"A18.051+"	"结核"
"338"	"GGJJH"	"骨关节结核"	"A18.052+"	"关节疾病"
"339"	"JHXXBNZJHXBKSNZ"	"结核性膝部囊肿[结核性贝克氏囊肿]"	"A18.053+"	"结核"
"340"	"XGJJHBLDXC"	"膝关节结核伴瘘道形成"	"A18.054+"	"关节疾病"
"341"	"BTWQJZ"	"波特弯曲(脊柱)"	"A18.055+"	"脊柱疾病"
"342"	"JHXJZL"	"结核性脊柱裂"	"A18.056+"	"结核"
"343"	"JHXZGNNZ"	"结核性椎管内脓肿"	"A18.057+"	"结核"
"344"	"XZJHBNZ"	"胸椎结核伴脓肿"	"A18.058+"	"结核"
"345"	"YZJHBNZ"	"腰椎结核伴脓肿"	"A18.059+"	"结核"
"346"	"YZJHBLDXC"	"腰椎结核伴瘘道形成"	"A18.060+"	"结核"
"347"	"DGZGJH"	"多个椎骨结核"	"A18.061+"	"结核"
"348"	"JHXHMY"	"结核性滑膜炎"	"A18.062+"	"结核"
"349"	"JHXJQY"	"结核性腱鞘炎"	"A18.063+"	"结核"
"350"	"ZZGJJH"	"指(趾)关节结核"	"A18.064+"	"关节疾病"
"351"	"JHXGSY"	"结核性骨髓炎"	"A18.065+"	"结核"
"352"	"XGJH"	"胸骨结核"	"A18.066+"	"结核"
"353"	"ZGJH"	"指骨结核"	"A18.067+"	"结核"
"354"	"ZGJH"	"跖骨结核"	"A18.068+"	"结核"
"355"	"FGJH"	"跗骨结核"	"A18.069+"	"结核"
"356"	"QTTZGJH"	"其他特指骨结核"	"A18.070+"	"结核"
"357"	"JHXGHS"	"结核性骨坏死"	"A18.071+"	"结核"
"358"	"MNSZXJH"	"泌尿生殖系结核"	"A18.101"	"结核"
"359"	"BGJH"	"膀胱结核"	"A18.102+"	"结核"
"360"	"MNXJH"	"泌尿系结核"	"A18.103"	"结核"
"361"	"ZGNMJH"	"子宫内膜结核"	"A18.104+"	"结核"
"362"	"FGJH"	"附睾结核"	"A18.105+"	"结核"
"363"	"GWJH"	"睾丸结核"	"A18.106+"	"结核"
"364"	"NXPQJH"	"女性盆腔结核"	"A18.107+"	"结核"
"365"	"ZGGJH"	"子宫颈结核"	"A18.108+"	"结核"
"366"	"YJJH"	"阴茎结核"	"A18.109+"	"结核"
"367"	"LCJH"	"卵巢结核"	"A18.110+"	"结核"
"368"	"QLXJH"	"前列腺结核"	"A18.111+"	"结核"
"369"	"SJH"	"肾结核"	"A18.112+"	"结核"
"370"	"JHXSNZ"	"结核性肾脓肿"	"A18.113+"	"结核"
"371"	"SJGJH"	"输精管结核"	"A18.114+"	"结核"
"372"	"SLGJH"	"输卵管结核"	"A18.115+"	"结核"
"373"	"JHXSNGXZ"	"结核性输尿管狭窄"	"A18.116+"	"结核"
"374"	"SNGJH"	"输尿管结核"	"A18.117+"	"结核"
"375"	"JNJH"	"精囊结核"	"A18.118+"	"结核"
"376"	"JHXSYJS"	"结核性肾盂积水"	"A18.151+"	"结核"
"377"	"JHXSYSY"	"结核性肾盂(肾)炎"	"A18.152+"	"结核"
"378"	"FGJHXDD"	"附睾结核性窦道"	"A18.156+"	"结核"
"379"	"NXSZQGJH"	"男性生殖器官结核"	"A18.157+"	"结核"
"380"	"NSZQJH"	"女生殖器结核"	"A18.159+"	"结核"
"381"	"DGLSXWJHB"	"道格拉斯陷窝结核病"	"A18.160+"	"结核"
"382"	"FGGLBJH"	"腹股沟淋巴结核"	"A18.201"	"结核"
"383"	"HXLBJJH"	"颌下淋巴结结核"	"A18.202"	"结核"
"384"	"JHXLBGY"	"结核性淋巴管炎"	"A18.203"	"结核"
"385"	"GBLBJJH"	"颈部淋巴结结核"	"A18.204"	"结核"
"386"	"KXLBJJH"	"颏下淋巴结结核"	"A18.205"	"结核"
"387"	"LBJH"	"淋巴结核"	"A18.206"	"结核"
"388"	"SXLBJH"	"腮腺淋巴结核"	"A18.207"	"结核"
"389"	"SGSLBJH"	"锁骨上淋巴结核"	"A18.208"	"结核"
"390"	"YXWLBJJH"	"腋下(窝)淋巴结结核"	"A18.209"	"结核"
"391"	"ZWLBJJH"	"周围淋巴结结核"	"A18.210"	"结核"
"392"	"JHJJ"	"结核结节"	"A18.251"	"结核"
"393"	"JHXMGBLBJY"	"结核性面颈部淋巴结炎"	"A18.252"	"结核"
"394"	"JHXLBXY"	"结核性淋巴腺炎"	"A18.253"	"结核"
"395"	"CJH"	"肠结核"	"A18.301+"	"结核"
"396"	"CXMJH"	"肠系膜结核"	"A18.302+"	"结核"
"397"	"CXMLBJJH"	"肠系膜淋巴结结核"	"A18.303+"	"结核"
"398"	"FMJH"	"腹膜结核"	"A18.304+"	"结核"
"399"	"JHXGL"	"结核性肛瘘"	"A18.305+"	"结核"
"400"	"QWJH"	"髂窝结核"	"A18.306+"	"结核"
"401"	"JHXFMY"	"结核性腹膜炎"	"A18.307+"	"结核"
"402"	"FMHLBJJH"	"腹膜后淋巴结结核"	"A18.308"	"结核"
"403"	"FQJH"	"腹腔结核"	"A18.309+"	"结核"
"404"	"FQLBJH"	"腹腔淋巴结核"	"A18.310"	"结核"
"405"	"GMLBJH"	"肝门淋巴结核"	"A18.311"	"结核"
"406"	"JHXFS"	"结核性腹水"	"A18.312"	"结核"
"407"	"JHXCY"	"结核性肠炎"	"A18.351+"	"肠炎"
"408"	"GMJHB"	"肛门结核病"	"A18.352+"	"结核"
"409"	"ZCJHB"	"直肠结核病"	"A18.353+"	"结核"
"410"	"BSXSLXLC"	"播散性粟粒性狼疮"	"A18.401"	"皮肤病"
"411"	"FBJH"	"腹壁结核"	"A18.402"	"结核"
"412"	"FBJHXDD"	"腹部结核性窦道"	"A18.403"	"结核"
"413"	"JHXJJXHBYHBBZSB"	"结核性结节性红斑[硬红斑、巴赞氏病]"	"A18.404"	"结核"
"414"	"JHXPFNZ"	"结核性皮肤脓肿"	"A18.405"	"结核"
"415"	"JZYJHZ"	"酒渣样结核疹"	"A18.406"	"结核"
"416"	"PFHPXZZJH"	"皮肤和皮下组织结核"	"A18.407"	"结核"
"417"	"PFJH"	"皮肤结核"	"A18.408"	"结核"
"418"	"PXZZJHXDD"	"皮下组织结核性窦道"	"A18.409"	"结核"
"419"	"TBJH"	"臀部结核"	"A18.410"	"结核"
"420"	"XCXLC"	"寻常性狼疮"	"A18.411"	"皮肤病"
"421"	"JHXPFBH"	"结核性皮肤瘢痕"	"A18.451"	"结核"
"422"	"PFLLJH"	"皮肤瘰疠(结核)"	"A18.452"	"结核"
"423"	"YHXPJH"	"硬化性皮结核"	"A18.453"	"结核"
"424"	"PXJH"	"皮下结核"	"A18.454"	"结核"
"425"	"JHZ"	"结核疹"	"A18.455"	"结核"
"426"	"JHXLC"	"结核性狼疮"	"A18.456"	"结核"
"427"	"FSXLC"	"腐蚀性狼疮"	"A18.457"	"皮肤病"
"428"	"XCYJDLC"	"寻常眼睑的狼疮"	"A18.458+"	"眼部疾病"
"429"	"YJJH"	"眼睑结核"	"A18.459+"	"眼部疾病"
"430"	"YJH"	"眼结核"	"A18.501"	"眼部疾病"
"431"	"YKJH"	"眼眶结核"	"A18.502"	"眼部疾病"
"432"	"GMJH"	"巩膜结核"	"A18.503+"	"结核"
"433"	"JMJH"	"角膜结核"	"A18.504+"	"结核"
"434"	"JHXSSJMLMY"	"结核性视神经脉络膜炎"	"A18.505+"	"神经系统疾病"
"435"	"JHXPTMY"	"结核性葡萄膜炎"	"A18.506+"	"结核"
"436"	"JHXSWMJMZWY"	"结核性视网膜静脉周围炎"	"A18.507+"	"结核"
"437"	"JMJH"	"结膜结核"	"A18.508+"	"结核"
"438"	"MLMJH"	"脉络膜结核"	"A18.509+"	"结核"
"439"	"MLMJHL"	"脉络膜结核瘤"	"A18.510+"	"结核"
"440"	"SSJJH"	"视神经结核"	"A18.511+"	"神经系统疾病"
"441"	"SWMJH"	"视网膜结核"	"A18.512+"	"结核"
"442"	"JHXLNY"	"结核性泪囊炎"	"A18.551+"	"结核"
"443"	"JHXGMWCY"	"结核性巩膜外层炎"	"A18.552+"	"结核"
"444"	"JHXJZXJMY"	"结核性间质性角膜炎"	"A18.553+"	"结核"
"445"	"JHXJMJMYJZXXPX"	"结核性角膜结膜炎(间质性)(小泡性)"	"A18.554+"	"结核"
"446"	"JHXHMJZTY"	"结核性虹膜睫状体炎"	"A18.555+"	"结核"
"447"	"JHXMLMSWMY"	"结核性脉络膜视网膜炎"	"A18.556+"	"结核"
"448"	"WEDJH"	"外耳道结核"	"A18.601"	"耳部疾病"
"449"	"ZEJH"	"中耳结核"	"A18.602"	"耳部疾病"
"450"	"JHXZEY"	"结核性中耳炎"	"A18.603+"	"耳部疾病"
"451"	"EJH"	"耳结核"	"A18.651+"	"耳部疾病"
"452"	"SSXJH"	"肾上腺结核"	"A18.701+"	"结核"
"453"	"SSXJHBADS"	"肾上腺结核病[艾迪生]"	"A18.751+"	"结核"
"454"	"ADSJHBHBB"	"艾迪生结核病黑病变"	"A18.752+"	"结核"
"455"	"JHXSSXJNJT"	"结核性肾上腺机能减退"	"A18.753+"	"结核"
"456"	"JHXSSXJNZA"	"结核性肾上腺机能障碍"	"A18.754+"	"结核"
"457"	"FWJH"	"肺外结核"	"A18.801"	"结核"
"458"	"RXJH"	"乳腺结核"	"A18.802"	"结核"
"459"	"SJH"	"舌结核"	"A18.803+"	"结核"
"460"	"ZJH"	"足结核"	"A18.804"	"结核"
"461"	"CTJH"	"垂体结核"	"A18.805+"	"结核"
"462"	"CJH"	"唇结核"	"A18.806+"	"结核"
"463"	"DNJH"	"胆囊结核"	"A18.807+"	"胆囊疾病"
"464"	"GJH"	"肝结核"	"A18.808+"	"结核"
"465"	"HXXJH"	"颌下腺结核"	"A18.809+"	"结核"
"466"	"JJH"	"肌结核"	"A18.810+"	"结核"
"467"	"JZXJH"	"甲状腺结核"	"A18.811+"	"结核"
"468"	"JDZZJH"	"结缔组织结核"	"A18.812+"	"结核"
"469"	"JHXFZDMY"	"结核性腹主动脉炎"	"A18.813+"	"结核"
"470"	"SGJHJHXSGY"	"食管结核(结核性食管炎)"	"A18.814+"	"结核"
"471"	"JHXXBJY"	"结核性心包积液"	"A18.815+"	"结核"
"472"	"XBJHJHXXBY"	"心包结核(结核性心包炎)"	"A18.816+"	"结核"
"473"	"XJJHJHXXJY"	"心肌结核(结核性心肌炎)"	"A18.817+"	"结核"
"474"	"JHXXNMY"	"结核性心内膜炎"	"A18.818+"	"结核"
"475"	"JJJJH"	"咀嚼肌结核"	"A18.819+"	"结核"
"476"	"PJH"	"脾结核"	"A18.820+"	"结核"
"477"	"SXJH"	"腮腺结核"	"A18.821+"	"结核"
"478"	"SBNCHWJJH"	"上臂内侧横纹肌结核"	"A18.822+"	"结核"
"479"	"WJH"	"胃结核"	"A18.823+"	"结核"
"480"	"XDJJH"	"胸大肌结核"	"A18.824+"	"结核"
"481"	"YYJH"	"牙龈结核"	"A18.825+"	"结核"
"482"	"YBJHXNZ"	"腰部结核性脓肿"	"A18.826+"	"结核"
"483"	"YDJJHXNZ"	"腰大肌结核性脓肿"	"A18.827+"	"结核"
"484"	"YJJH"	"腰肌结核"	"A18.828+"	"结核"
"485"	"YXJH"	"胰腺结核"	"A18.829+"	"结核"
"486"	"JHXDNDMY"	"结核性大脑动脉炎"	"A18.851+"	"结核"
"487"	"JHXDMNMY"	"结核性动脉内膜炎"	"A18.852+"	"结核"
"488"	"JHXGGY"	"结核性肝(肝炎)"	"A18.853+"	"肝炎"
"489"	"HXLBJH"	"颌下淋巴结核"	"A18.855+"	"结核"
"490"	"QAJHXNZQYJ"	"髂凹结核性脓肿(髂腰肌)"	"A18.856+"	"结核"
"491"	"TBJRJHXNZ"	"臀部肌肉结核性脓肿"	"A18.857+"	"结核"
"492"	"JXSLXFJH"	"急性粟粒性肺结核"	"A19.001"	"结核"
"493"	"JXXXBSXFJH"	"急性血行播散型肺结核"	"A19.051"	"结核"
"494"	"JXBSXDJMY"	"急性播散性多浆膜炎"	"A19.151"	"浆膜炎"
"495"	"JXDFXJHB"	"急性多发性结核病"	"A19.152"	"结核"
"496"	"JXSLXJHB"	"急性粟粒性结核病"	"A19.251"	"结核"
"497"	"MXSLXFJH"	"慢性粟粒性肺结核"	"A19.801"	"结核"
"498"	"YJXSLXFJH"	"亚急性粟粒性肺结核"	"A19.802"	"结核"
"499"	"YJXXXBSXFJH"	"亚急性血行播散型肺结核"	"A19.851"	"结核"
"500"	"MXJHXDJMY"	"慢性结核性多浆膜炎"	"A19.852"	"结核"
"501"	"MXXXBSXFJH"	"慢性血行播散型肺结核"	"A19.853"	"结核"
"502"	"MXDFXJHB"	"慢性多发性结核病"	"A19.854"	"结核"
"503"	"SLXNMJH"	"粟粒性脑膜结核"	"A19.855+"	"结核"
"504"	"SLXJHB"	"粟粒性结核病"	"A19.901"	"结核"
"505"	"JHXDJMY"	"结核性多浆膜炎"	"A19.902"	"结核"
"506"	"JXXEXDFXJMY"	"进行性恶性多发性浆膜炎"	"A19.903"	"浆膜炎"
"507"	"QSXSLXJHB"	"全身性粟粒性结核病"	"A19.904"	"结核"
"508"	"DXTJH"	"多系统结核"	"A19.951"	"结核"
"509"	"DFXJHB"	"多发性结核病"	"A19.952"	"结核"
"510"	"FGGLBJYXSY"	"腹股沟淋巴结炎性鼠疫"	"A20.051"	"鼠疫"
"511"	"FWZPXXSY"	"蜂窝织皮下型鼠疫"	"A20.151"	"鼠疫"
"512"	"FYXSY"	"肺炎型鼠疫"	"A20.251"	"肺炎"
"513"	"JFXFYXSY"	"继发性肺炎型鼠疫"	"A20.252"	"肺炎"
"514"	"YFXFYXSY"	"原发性肺炎型鼠疫"	"A20.253"	"肺炎"
"515"	"SYXNMY"	"鼠疫型脑膜炎"	"A20.351"	"脑膜炎"
"516"	"BXZXSY"	"败血症性鼠疫"	"A20.751"	"败血症"
"517"	"DCXSY"	"顿挫性鼠疫"	"A20.851"	"鼠疫"
"518"	"WZZXSY"	"无症状性鼠疫"	"A20.852"	"鼠疫"
"519"	"QSY"	"轻鼠疫"	"A20.853"	"鼠疫"
"520"	"SY"	"鼠疫 NOS"	"A20.901"	"鼠疫"
"521"	"KYLBXXTLJB"	"溃疡淋巴腺型土拉菌病"	"A21.051"	"土拉菌病"
"522"	"YTLJB"	"眼土拉菌病"	"A21.151"	"眼部疾病"
"523"	"YXXTLJB"	"眼腺型土拉菌病"	"A21.152"	"眼部疾病"
"524"	"FTLJB"	"肺土拉菌病"	"A21.251"	"土拉菌病"
"525"	"FBTLJB"	"腹部土拉菌病"	"A21.351"	"土拉菌病"
"526"	"WCTLJB"	"胃肠土拉菌病"	"A21.352"	"胃部疾病"
"527"	"QSXTLJB"	"全身性土拉菌病"	"A21.751"	"土拉菌病"
"528"	"QTXSDTLJB"	"其他形式的土拉菌病"	"A21.851"	"土拉菌病"
"529"	"TRB"	"兔热病"	"A21.901"	"其它疾病"
"530"	"TLJR"	"土拉菌热"	"A21.951"	"其它热病"
"531"	"PFTJ"	"皮肤炭疽"	"A22.051"	"皮肤病"
"532"	"EXNP"	"恶性脓疱"	"A22.052"	"脓疱"
"533"	"EXY"	"恶性痈"	"A22.053"	"痈病"
"534"	"FTJ"	"肺炭疽"	"A22.101"	"炭疽"
"535"	"TJFY"	"炭疽肺炎"	"A22.102+"	"肺炎"
"536"	"EXTJDMGB"	"恶性炭疽(栋毛工病))"	"A22.151"	"炭疽"
"537"	"JPLRB"	"捡破烂人病"	"A22.152"	"其它疾病"
"538"	"XRXTJ"	"吸入性炭疽"	"A22.153"	"炭疽"
"539"	"WCTJ"	"胃肠炭疽"	"A22.251"	"胃部疾病"
"540"	"CTJ"	"肠炭疽"	"A22.252"	"炭疽"
"541"	"TJXBXZ"	"炭疽性败血症"	"A22.751"	"败血症"
"542"	"TJNMY"	"炭疽脑膜炎"	"A22.851+"	"脑膜炎"
"543"	"TJ"	"炭疽 NOS"	"A22.901"	"炭疽"
"544"	"ZBLTRXBY"	"直布罗陀热(西班牙)"	"A23.051"	"牙齿疾病"
"545"	"DZHR"	"地中海热"	"A23.052"	"其它热病"
"546"	"METBLSJB"	"马耳他布鲁氏菌病"	"A23.053"	"耳部疾病"
"547"	"SPLSBZR"	"塞普路斯波状热"	"A23.054"	"其它热病"
"548"	"LCBLSJB"	"流产布鲁氏菌病"	"A23.151"	"鲁氏菌病"
"549"	"ZBLSJB"	"猪布鲁氏菌病"	"A23.251"	"鲁氏菌病"
"550"	"QBLSJB"	"犬布鲁氏菌病"	"A23.351"	"鲁氏菌病"
"551"	"QTBLSJB"	"其他布鲁氏菌病"	"A23.851"	"鲁氏菌病"
"552"	"BLSGJBBZR"	"布鲁氏杆菌病[波状热]"	"A23.901"	"菌病"
"553"	"BLSGJXGJY"	"布鲁氏杆菌性关节炎"	"A23.902+"	"关节疾病"
"554"	"BLSGJXYSSMY"	"布鲁氏杆菌性眼色素膜炎"	"A23.903+"	"眼部疾病"
"555"	"METR"	"马耳他热"	"A23.951"	"耳部疾病"
"556"	"BJJDBJGR"	"鼻疽假单胞菌感染"	"A24.051"	"鼻部疾病"
"557"	"BJ"	"鼻疽"	"A24.052"	"鼻部疾病"
"558"	"LBJBXZ"	"类鼻疽败血症"	"A24.151"	"鼻部疾病"
"559"	"LTJFY"	"类炭疽肺炎"	"A24.152"	"肺炎"
"560"	"JXHBFXLBJ"	"急性和暴发性类鼻疽"	"A24.153"	"鼻部疾病"
"561"	"MXLBJ"	"慢性类鼻疽"	"A24.251"	"鼻部疾病"
"562"	"YJXLBJ"	"亚急性类鼻疽"	"A24.252"	"鼻部疾病"
"563"	"QTLBJ"	"其他类鼻疽"	"A24.351"	"鼻部疾病"
"564"	"JBJJDBJGR"	"假鼻疽假单胞菌感染"	"A24.451"	"鼻部疾病"
"565"	"HTMER"	"惠特莫尔热"	"A24.452"	"其它热病"
"566"	"LJB"	"螺菌病"	"A25.051"	"菌病"
"567"	"LGJB"	"链杆菌病"	"A25.151"	"菌病"
"568"	"LGJXSYR"	"链杆菌性鼠咬热"	"A25.152"	"其它热病"
"569"	"LXXGJHBHFS"	"流行性关节红斑[哈弗山]"	"A25.153"	"关节疾病"
"570"	"SYR"	"鼠咬热 NOS"	"A25.901"	"其它热病"
"571"	"PFLDD"	"皮肤类丹毒"	"A26.051"	"皮肤病"
"572"	"YZXHB"	"游走性红斑"	"A26.052"	"皮肤病"
"573"	"DDJSBXB"	"丹毒菌丝败血病"	"A26.751"	"败血病"
"574"	"QTXSLDD"	"其他形式类丹毒"	"A26.851"	"其它暂时无法归类的"
"575"	"LDD"	"类丹毒 NOS"	"A26.901"	"其它暂时无法归类的"
"576"	"CXXHDGDLXTBFEDB"	"出血性黄疸钩端螺旋体病[菲尔德病]"	"A27.001"	"螺旋体病"
"577"	"LGSHXGDLXTB"	"流感伤寒型钩端螺旋体病"	"A27.801"	"伤寒"
"578"	"NFGDLXTGR"	"南方钩端螺旋体感染"	"A27.802"	"感染"
"579"	"BMNGDLXTB"	"波蒙纳钩端螺旋体病"	"A27.851"	"螺旋体病"
"580"	"QGDLXTB"	"犬钩端螺旋体病"	"A27.852"	"螺旋体病"
"581"	"QRRGDLXTB"	"七日热[钩端螺旋体病]"	"A27.853"	"螺旋体病"
"582"	"GDLXTNMY"	"钩端螺旋体脑膜炎"	"A27.854+"	"脑膜炎"
"583"	"GDLXTB"	"钩端螺旋体病 NOS"	"A27.901"	"螺旋体病"
"584"	"BSDJB"	"巴斯德菌病"	"A28.051"	"菌病"
"585"	"MZBR"	"猫抓病(热)"	"A28.101"	"其它疾病"
"586"	"CWYESJB"	"肠外耶尔森菌病"	"A28.251"	"菌病"
"587"	"QTTZDDWCRDXJXJB"	"其他特指的动物传染的细菌性疾病，NEC"	"A28.851"	"细菌性疾病"
"588"	"DWCRDXJXJB"	"动物传染的细菌性疾病 NOS"	"A28.951"	"细菌性疾病"
"589"	"YXMF"	"Ⅰ型麻风"	"A30.051"	"麻风病"
"590"	"WDXMF"	"未定型麻风"	"A30.052"	"麻风病"
"591"	"LJHXMF"	"类结核型麻风"	"A30.101"	"结核"
"592"	"XMF"	"ＴＴ型麻风"	"A30.151"	"麻风病"
"593"	"JHYXMF"	"结核样型麻风"	"A30.152"	"结核"
"594"	"XMF"	"ＢＴ型麻风"	"A30.251"	"麻风病"
"595"	"JJHYXZJXMF"	"近结核样型中间型麻风"	"A30.252"	"结核"
"596"	"ZJXMF"	"中间型麻风"	"A30.351"	"麻风病"
"597"	"XMF"	"ＢＢ型麻风"	"A30.352"	"麻风病"
"598"	"SXXJRXSJYXMF"	"双型性(浸润性)(神经炎性)麻风"	"A30.353"	"神经系统疾病"
"599"	"HHXMF"	"混合性麻风"	"A30.354"	"麻风病"
"600"	"JLXZJXMF"	"近瘤型中间型麻风"	"A30.451"	"麻风病"
"601"	"XMF"	"ＢＬ型麻风"	"A30.452"	"麻风病"
"602"	"LXMF"	"瘤型麻风"	"A30.501"	"麻风病"
"603"	"XMF"	"ＬＬ型麻风"	"A30.551"	"麻风病"
"604"	"JJXMF"	"结节性麻风"	"A30.552"	"麻风病"
"605"	"QTTZXSMF"	"其他特指形式麻风"	"A30.851"	"麻风病"
"606"	"MF"	"麻风 NOS"	"A30.901"	"麻风病"
"607"	"BZXMF"	"斑疹性麻风"	"A30.951"	"麻风病"
"608"	"MMXMF"	"麻木型麻风"	"A30.952"	"麻风病"
"609"	"SJXMF"	"神经型麻风"	"A30.953"	"神经系统疾病"
"610"	"FFDXFZGJB"	"肺非典型分支杆菌病"	"A31.001"	"菌病"
"611"	"FFZGJGR"	"肺分支杆菌感染"	"A31.002"	"感染"
"612"	"XBNBDGJFZGJGR"	"细胞内[巴蒂杆菌]分支杆菌感染"	"A31.053"	"感染"
"613"	"NXJHFZGJGR"	"鸟型结核分支杆菌感染"	"A31.054"	"结核"
"614"	"PFFZGJGR"	"皮肤分枝杆菌感染"	"A31.151"	"皮肤病"
"615"	"BLLKY"	"伯鲁里溃疡"	"A31.152"	"溃疡"
"616"	"KYFZGJGR"	"溃疡分支杆菌感染"	"A31.153"	"感染"
"617"	"CYFZGJGR"	"次要分支杆菌感染"	"A31.851"	"感染"
"618"	"TFZGJSGR"	"土分枝杆菌属感染"	"A31.852"	"感染"
"619"	"OFFZGJGR"	"偶发分支杆菌感染"	"A31.853"	"感染"
"620"	"FDXXFZGJGR"	"非典型性分枝杆菌感染 NOS"	"A31.901"	"感染"
"621"	"MFFZGJGR"	"麻风分支杆菌感染"	"A31.951"	"麻风病"
"622"	"FZGJB"	"分枝杆菌病"	"A31.952"	"菌病"
"623"	"PFLSTJB"	"皮肤利斯特菌病"	"A32.051"	"皮肤病"
"624"	"LSTJXDHXBZDZNMYJDDN"	"利斯特菌性单核细胞增多症脑膜炎(基底)(大脑)"	"A32.151+"	"脑膜炎"
"625"	"LSTJNYJSYHNJSY"	"利斯特菌脑炎、脊髓炎和脑脊髓炎"	"A32.152+"	"脑炎"
"626"	"LSTJXNMNY"	"利斯特菌性脑膜脑炎"	"A32.153+"	"脑膜炎"
"627"	"LSTJBXB"	"利斯特菌败血病"	"A32.751"	"败血病"
"628"	"LSTJXNMY"	"利斯特菌心内膜炎"	"A32.851+"	"心内膜炎"
"629"	"LSTJBXDNDMY"	"利斯特菌病性大脑动脉炎"	"A32.852+"	"脑炎"
